Hugo_Symbol,BAG1,BCL2,BIRC5,CCNB1,ERBB2,ESR1,GRB7,MKI67,MMP11,MYBL2,PGR
TCGA-BH-A0DH-01,1.3753,-0.3799,-0.5005,-0.2642,0.1893,0.5974,-0.5351,-0.2094,-0.2364,-1.1882,0.671
TCGA-BH-A0DI-01,-1.2762,0.2831,-0.603,-1.0018,0.147,0.0707,-0.3744,-0.4949,1.2883,-0.7746,0.1305
TCGA-BH-A0DK-01,1.3952,0.9136,0.6188,0.1025,-0.927,0.2563,-0.8033,0.6758,0.9857,0.9406,0.6845
TCGA-BH-A0DL-01,-1.5125,-1.5902,0.0114,1.0961,-1.3451,-0.2596,-0.3188,1.0214,-0.8123,0.9373,-1.5218
TCGA-BH-A0DO-01,-0.8199,0.5976,-2.2601,-1.7709,0.0018,1.0083,0.1121,-1.8633,-2.1402,-2.0046,0.988
TCGA-BH-A0DP-01,-0.6289,0.6847,-1.1411,-0.6012,-0.2189,0.7192,-0.2178,-0.8916,0.0981,-1.1851,1.3025
TCGA-BH-A0DQ-01,-0.3089,0.0444,-0.2894,0.0809,-0.593,0.2809,-0.3128,-0.2617,1.5292,-0.2782,0.8292
TCGA-BH-A0DS-01,-0.2405,-0.1503,-1.2929,-0.8533,-0.0313,0.5408,-0.0281,-1.3082,0.9188,-1.2931,0.7062
TCGA-BH-A0DT-01,1.3325,1.3484,-0.8231,-0.9771,0.1123,0.4106,0.095,-0.5163,0.6062,-0.7644,1.2249
TCGA-BH-A0DV-01,-0.4355,0.1056,-1.7216,-1.8837,-0.1014,0.342,-0.5886,-1.3971,0.3739,-1.7174,0.1854
TCGA-BH-A0DX-01,-0.9582,-0.0591,0.2276,0.3324,-0.9308,0.8095,-1.329,0.3426,0.2613,-0.0888,-0.5965
TCGA-BH-A0DZ-01,-0.5259,0.009,0.0246,1.4941,1.5833,-0.3018,1.6077,1.0534,1.0468,0.6387,0.0335
TCGA-BH-A0E0-01,-0.1212,-1.167,0.3124,1.6144,-0.6104,-0.9794,-0.0963,1.4925,-0.5168,0.7315,-1.2586
TCGA-BH-A0E1-01,2.8551,0.8647,0.4271,1.2892,-0.4913,0.5085,-0.3006,1.2102,-0.1512,0.2087,1.7035
TCGA-BH-A0E2-01,1.5457,0.8938,1.1095,1.3463,-0.8198,0.4695,-0.6685,0.9198,0.6977,0.3606,0.4644
TCGA-BH-A0E6-01,-0.786,-0.7931,1.3716,1.0444,-0.3658,-0.934,-0.6976,1.0885,-0.6018,0.7657,-0.898
TCGA-BH-A0E7-01,1.481,1.1031,-0.7275,-0.9366,-0.0776,0.8951,-0.8419,-0.3009,0.0856,-1.8133,1.8899
TCGA-BH-A0E9-01,0.4499,0.973,-1.1617,-0.8796,0.2301,0.8034,-0.1038,-0.4912,-1.244,-0.5439,0.8726
TCGA-BH-A0EA-01,0.5137,0.8234,-1.7082,-2.367,0.2587,0.5769,-0.0509,-2.4123,-0.4085,-2.3023,0.0817
TCGA-BH-A0EB-01,-0.2972,0.7158,-0.8722,-0.7909,-0.1824,1.0282,-0.9731,-0.7371,1.0752,-1.1442,0.5563
TCGA-BH-A0EE-01,0.4837,-2.4912,-0.1745,1.785,1.5621,-1.0887,1.784,0.4541,-1.3696,0.5758,-1.8788
TCGA-BH-A0EI-01,0.496,0.4335,-1.0318,-0.9551,-0.2085,0.3392,-0.1212,-0.0351,1.2102,-0.2779,-0.2847
TCGA-BH-A0GY-01,-1.0836,-0.9989,0.28,0.8183,-0.4603,0.0954,-0.6752,-0.1026,0.3302,-0.1109,1.3366
TCGA-BH-A0GZ-01,0.8828,0.6496,-0.0113,0.2318,-0.2261,0.8787,-0.4453,-1.3519,0.7156,-0.1538,0.8095
TCGA-BH-A0H0-01,-0.4865,1.0466,-0.0463,0.403,-0.0228,0.6283,0.1368,0.303,-1.9649,-0.1143,-0.8357
TCGA-BH-A0H3-01,0.7907,1.4559,-1.4258,-1.6889,-0.0068,0.4265,-0.6857,-1.0881,0.1302,-1.46,0.714
TCGA-BH-A0H5-01,-0.3672,0.5852,-0.9183,-1.0027,-0.2528,0.279,-0.798,-0.3058,-0.8929,-0.2753,0.3368
TCGA-BH-A0H6-01,0.4357,0.911,-1.4,-1.0025,-0.3064,0.5341,-0.2585,-1.2242,1.2757,-1.0453,1.8133
TCGA-BH-A0H7-01,-0.7253,-0.4467,0.1963,0.4652,-0.4163,0.3946,-0.4008,-0.3493,1.238,0.2425,0.8681
TCGA-BH-A0H9-01,-0.2747,0.0215,0.3648,0.4736,-0.1789,0.8374,-1.0082,-0.5516,-0.7443,0.3667,-0.0439
TCGA-BH-A0HA-01,0.7092,1.2529,-0.1747,-0.7057,-0.1191,0.0363,-1.0868,-0.7862,1.2639,-0.2576,0.582
TCGA-BH-A0HB-01,0.0454,1.1984,0.7419,1.2767,-0.3203,1.0467,-0.6412,0.2327,0.2731,0.9831,0.6007
TCGA-BH-A0HF-01,-0.1325,0.6577,0.023,0.0317,-0.3641,0.6681,-0.3094,-0.3931,0.1582,-0.0617,0.1012
TCGA-BH-A0HI-01,0.3983,0.35,-1.1226,-0.937,-0.0536,0.8633,-1.0463,-0.96,0.8802,-1.0174,0.7927
TCGA-BH-A0HK-01,-0.0359,0.7158,-0.0074,-0.9403,0.046,0.6032,-0.3289,-0.477,-1.4774,-0.7278,-1.198
TCGA-BH-A0HL-01,1.0618,1.0485,-0.0485,-0.7175,0.0332,0.8699,0.2802,0.2929,-0.6106,-0.2236,0.5309
TCGA-BH-A0HN-01,0.9871,0.612,-1.0888,-0.9603,0.37,0.9015,-0.0432,-1.2835,-0.1021,-0.5252,0.3704
TCGA-BH-A0HO-01,1.1006,1.1435,-0.7245,-0.6007,-0.2848,0.3621,-0.8867,-0.0099,-0.7247,-1.1714,1.0987
TCGA-BH-A0HP-01,0.323,0.3993,-0.296,-0.0684,-0.2555,0.6465,-0.1783,0.1061,-0.7608,-0.7788,-0.3289
TCGA-BH-A0HQ-01,-0.5547,-0.0102,-0.8053,-0.6975,0.5535,0.712,0.1828,-0.5147,0.8158,-1.1659,0.8955
TCGA-BH-A0HU-01,0.9779,-0.7185,0.8907,1.8641,-0.1114,0.4498,-0.2827,0.879,0.6877,1.2833,0.2416
TCGA-BH-A0HW-01,0.6679,1.618,0.2926,0.0051,0.7388,1.0395,0.5822,-0.065,-0.9269,-0.439,-1.438
TCGA-BH-A0HX-01,-0.2817,0.3042,0.5659,0.5457,-0.1171,0.4751,-0.3031,0.1656,0.6347,0.3064,-0.0745
TCGA-BH-A0HY-01,0.1184,-0.3164,0.8389,-0.0294,2.8195,0.416,2.0495,-0.5284,0.2031,0.9654,-0.8972
TCGA-BH-A0RX-01,-0.1031,-0.7529,1.6877,1.1208,-0.8267,-0.5989,-0.514,0.1762,-0.6743,1.3896,-0.2612
TCGA-BH-A0W3-01,0.1495,0.3553,-0.2091,0.2701,0.3365,1.0073,-0.1425,0.6273,-0.5437,0.0883,0.7758
TCGA-BH-A0W4-01,1.5517,1.163,-0.404,-0.2439,0.0822,0.1843,-0.31,0.1022,0.6512,-0.5239,1.4514
TCGA-BH-A0W5-01,0.4697,0.6432,-1.4447,-0.991,-0.4758,0.6309,-0.4759,-0.4571,1.1995,-0.6487,1.133
TCGA-BH-A0W7-01,-0.4981,0.1926,-0.07,0.9901,-0.6,-0.2196,-0.3074,0.0955,1.1663,0.312,0.0707
TCGA-BH-A0WA-01,-1.5127,-1.8903,1.0037,-0.152,-0.7485,-2.0198,-0.7035,1.2084,0.0204,0.8122,-1.1918
TCGA-BH-A18F-01,0.3581,0.0745,0.0433,0.6216,-0.8656,0.1238,-0.7842,1.1107,0.5249,0.4325,-0.1677
TCGA-BH-A18G-01,-0.5963,-1.8061,1.3785,0.8579,-1.3916,-1.9876,-0.0699,0.3086,1.4737,0.2394,-1.5364
TCGA-BH-A18H-01,0.1525,0.0363,-0.4778,-0.7236,-0.5674,0.6273,-1.0668,-0.3996,-0.2481,-0.4047,0.8204
TCGA-BH-A18I-01,-0.4129,0.8151,-0.6689,-0.7433,-0.4876,0.3299,-0.9347,0.0625,1.0672,-0.7581,0.4074
TCGA-BH-A18J-01,0.1376,-0.2653,0.2162,0.4582,-0.2071,0.2084,-1.0411,1.0664,1.3903,0.61,-0.1012
TCGA-BH-A18K-01,-0.4562,-0.568,0.0742,0.9595,-0.3358,0.3521,-0.6588,0.1245,1.1352,0.1781,0.4079
TCGA-BH-A18L-01,-0.8582,0.7064,0.8817,1.1315,0.3867,0.7612,0.6807,1.473,-1.534,0.5864,0.5054
TCGA-BH-A18M-01,-0.3039,0.7449,-0.466,0.2071,-0.3882,0.3632,-0.6775,0.0653,0.7081,-0.4252,1.4131
TCGA-BH-A18N-01,-0.344,0.9505,-0.8523,-0.3023,0.0349,1.0588,0.0798,-0.5391,0.2741,-1.3412,1.6905
TCGA-BH-A18P-01,-0.3926,0.5152,-0.0933,0.7732,0.3651,-0.2659,0.7587,1.271,0.7331,0.1469,-1.2092
TCGA-BH-A18Q-01,-1.0088,1.2383,0.6084,0.9666,-0.673,-0.6819,0.4161,0.7407,-1.1851,0.7185,-0.1767
TCGA-BH-A18R-01,0.1252,0.4429,1.1765,1.4068,1.6261,-0.4378,1.63,1.7331,0.2866,0.6183,-0.8218
TCGA-BH-A18S-01,0.1868,1.0743,-1.4203,-1.4313,0.4468,0.8299,0.278,-2.1756,-0.9712,-2.2737,0.8181
TCGA-BH-A18T-01,-1.6438,-1.7967,0.8972,1.783,-0.3109,-1.3784,-0.5639,1.4972,-0.8607,1.807,-1.5436
TCGA-BH-A18U-01,-1.2184,-0.2748,0.5273,1.6804,2.7003,0.5631,2.2334,1.298,1.0645,0.9245,0.5394
TCGA-BH-A18V-01,0.1283,-0.7998,1.1309,1.2214,-0.4211,-1.3784,0.2718,1.6462,-0.5859,2.4007,-1.2243
TCGA-BH-A1EN-01,2.332,-2.4464,-0.5992,-0.1895,2.9356,-1.2313,0.2123,0.1707,0.0102,-1.1167,-1.4663
TCGA-BH-A1EO-01,-0.08,0.1785,-0.981,-0.6222,-0.5903,0.5726,-0.4664,-0.4925,0.9949,-1.1176,1.8435
TCGA-BH-A1ES-01,-0.4599,0.6986,0.6594,0.4305,-0.1247,0.5407,0.3715,0.4336,0.7442,-0.026,0.4508
TCGA-BH-A1ET-01,-0.4279,0.559,-1.5607,-1.7081,-0.1819,0.9257,-0.6857,-1.2464,-0.5567,-2.4021,1.2181
TCGA-BH-A1EU-01,-0.5203,1.3422,-1.6962,-1.7281,-1.0731,0.9672,-1.1916,-0.5171,-0.5956,-1.6789,1.4459
TCGA-BH-A1EV-01,-0.7863,-1.4748,-0.6595,-0.2706,2.5247,0.4299,2.5569,0.6027,0.9578,0.0153,-0.531
TCGA-BH-A1EW-01,-0.6494,0.4803,0.363,-0.1477,-0.0091,0.3673,-0.5033,0.6564,-0.5262,0.2324,0.9982
TCGA-BH-A1EX-01,-1.0547,-0.4636,-0.866,-1.3502,0.0053,-0.4208,-0.0532,-0.3966,0.5249,-0.7375,-0.7522
TCGA-BH-A1EY-01,3.4639,0.5003,-1.3843,-0.5411,-0.5237,0.5915,-0.9888,-0.7742,1.6379,-1.0415,0.7665
TCGA-BH-A1F0-01,0.6707,-0.3469,0.848,-0.2353,-0.8585,-1.3334,-0.3787,0.4821,-0.4019,0.489,-0.824
TCGA-BH-A1F2-01,-1.828,-0.6213,0.4019,0.5522,1.5705,0.0534,1.967,-0.0421,-1.3871,-0.0787,-0.4491
TCGA-BH-A1F5-01,0.2628,1.194,-1.1455,-0.3562,-0.9333,0.9909,-0.4479,-1.2791,-0.5994,-1.7148,1.2535
TCGA-BH-A1F6-01,0.7847,-1.3035,0.3202,0.5557,-0.8246,-1.4865,0.1318,1.2887,-0.3811,1.3397,-1.2905
TCGA-BH-A1F8-01,-1.0342,-1.0205,-0.035,0.8632,-0.41,1.063,-0.9943,-0.1517,-0.4313,0.482,-0.6003
TCGA-BH-A1FB-01,-0.3582,0.8151,-1.177,-2.1381,-0.3949,0.4774,-0.4635,-0.9473,0.1501,-1.4438,1.5244
TCGA-BH-A1FC-01,-0.7457,-0.3124,1.2335,1.5262,-1.4461,-1.7453,0.0417,1.6488,-0.608,1.0541,-1.472
TCGA-BH-A1FD-01,-0.6708,-0.2469,0.681,0.4864,-1.4831,0.8691,-1.4444,0.6594,0.7963,0.0564,1.3783
TCGA-BH-A1FE-01,-1.3841,0.4799,0.1663,0.0869,-0.1049,-0.0128,-0.7395,0.8354,0.0521,0.1162,0.9196
TCGA-BH-A1FG-01,0.3819,0.9303,-0.448,-1.5064,-0.114,1.1808,-0.3109,-1.3936,-0.2352,-1.3947,0.9659
TCGA-BH-A1FH-01,-0.8527,0.8955,-1.9614,-1.9265,-0.7573,0.1766,-1.0037,-0.8214,-0.4951,-1.6329,0.4117
TCGA-BH-A1FJ-01,-0.0365,0.9449,0.1588,0.7569,-0.2972,0.6928,0.4056,1.0271,-0.2375,-0.4875,1.3514
TCGA-BH-A1FL-01,0.2602,0.9302,-0.7225,-0.3161,0.0916,0.9065,0.3372,-0.041,-0.5217,-0.4538,1.0482
TCGA-BH-A1FM-01,-2.0424,-0.0263,0.3294,1.2065,-1.4333,0.85,-0.7062,-0.2231,0.3097,-0.519,-1.0554
TCGA-BH-A1FN-01,-1.5356,-0.0459,0.7425,0.4411,-1.3065,0.0637,-0.6306,0.5333,0.7694,0.6444,0.2957
TCGA-BH-A1FR-01,1.2869,0.7142,-0.7377,-0.2246,-0.5617,1.2021,-0.1763,-0.7484,-0.4535,-0.8585,1.0389
TCGA-BH-A1FU-01,-0.8994,-0.5478,0.1647,-0.67,2.587,-1.3136,2.5559,0.9276,0.8612,0.2313,0.129
TCGA-BH-A201-01,0.643,-0.0358,-0.623,-0.2426,-0.2046,0.3136,-0.4968,0.2091,0.0736,-0.2921,1.1356
TCGA-BH-A202-01,-0.9023,-1.7926,0.4565,1.8295,1.7088,0.3272,1.3974,0.7618,0.4032,0.5651,0.369
TCGA-BH-A203-01,-1.2739,-1.3776,0.6023,0.6676,-0.758,-1.0183,-1.2536,0.4591,0.4836,1.234,-1.0967
TCGA-BH-A204-01,1.2868,-0.1393,0.4616,0.5923,-0.7733,1.1178,-0.2435,1.1533,-0.6591,-0.6309,-0.902
TCGA-BH-A208-01,-0.2618,-0.4983,-0.4915,-1.1079,-0.5387,-1.3253,-0.6393,-0.8713,1.1486,0.0515,-0.5618
TCGA-BH-A209-01,-0.1233,-0.4474,1.3294,1.3322,-1.3739,0.3526,-1.2514,0.7388,-0.4236,1.4681,0.6028
TCGA-BH-A28O-01,0.0411,0.3073,-2.7479,-2.317,-0.054,-0.3469,0.2918,-2.2878,-0.6463,-1.7815,0.0128
TCGA-BH-A28Q-01,-0.0407,0.9117,-1.3288,-1.0022,0.2068,0.4448,0.6498,-1.2382,0.5898,-1.4294,1.1147
TCGA-BH-A2L8-01,-0.153,-0.0083,-0.7456,0.3522,-0.3516,-0.1988,-0.2973,-0.8446,0.4976,-0.554,0.8424
TCGA-BH-A42T-01,-0.9393,0.2178,1.0936,1.5823,0.886,0.5383,0.8268,0.9641,0.6736,1.6135,0.9016
TCGA-BH-A42U-01,0.5678,-0.2885,-1.3465,-1.6386,0.0071,-0.062,0.5426,-2.0525,-0.8697,-1.3934,0.1011
TCGA-BH-A42V-01,0.4186,0.4341,-1.281,-1.387,0.2509,-0.2724,0.6144,-1.639,0.4268,-1.4256,0.7836
TCGA-BH-A5IZ-01,2.2443,-1.5291,1.9032,0.9342,-0.3716,-0.4246,-0.462,1.5672,-0.5851,1.1249,-1.6399
TCGA-BH-A5J0-01,0.9538,-0.6155,0.0016,0.1162,-0.531,0.5937,-0.1381,-0.5775,1.3432,-0.0728,-0.2909
TCGA-BH-A6R8-01,-0.2116,0.9406,-0.2943,-0.5985,-0.0049,0.4051,-0.3699,-1.5362,0.2044,-0.2149,0.7172
TCGA-BH-A6R9-01,-0.8812,-1.0214,-0.7567,-0.5043,-1.341,-1.3242,-2.4968,-0.4139,2.0062,-0.4137,-0.7278
TCGA-BH-A8FY-01,0.5164,1.0279,-0.3401,0.589,-0.2569,0.7896,-0.3153,-0.8201,-1.433,-0.7909,0.8444
TCGA-BH-A8FZ-01,1.031,-0.4465,-1.046,-1.0014,0.6981,-0.3485,0.6431,-1.0248,-0.5453,-0.814,0.1519
TCGA-BH-A8G0-01,0.3507,0.729,-2.4391,-2.2326,0.1036,0.243,-0.1408,-2.1169,-0.2961,-1.6351,0.745
TCGA-BH-AB28-01,0.637,0.2531,-0.6376,-0.708,0.7668,0.7313,0.6901,-0.3274,-0.6212,-0.5148,0.832
TCGA-C8-A12K-01,-0.8756,0.5969,1.4144,1.1117,-1.4464,-0.6509,-0.7594,0.8527,-0.4829,0.5694,-1.4533
TCGA-C8-A12L-01,-2.0542,-1.9561,1.2527,0.5866,0.8712,-1.172,1.1224,0.9394,0.0805,1.3141,-1.3615
TCGA-C8-A12M-01,0.2895,-0.318,-0.0263,-0.4718,0.4245,1.0148,1.0445,-0.2147,0.0668,-0.4768,-0.7315
TCGA-C8-A12N-01,-0.3919,0.6883,-1.0829,-0.9399,-0.6924,0.5934,-0.6971,-1.2908,1.2489,-1.0704,0.9956
TCGA-C8-A12O-01,-1.1637,-1.1185,0.2546,-1.1367,-0.4226,0.3034,-0.9719,0.4404,0.8379,0.6181,0.604
TCGA-C8-A12P-01,-1.5268,-1.9161,-0.1514,1.7437,1.8466,-2.145,2.5333,0.5318,1.1461,0.7167,-0.8932
TCGA-C8-A12Q-01,-0.8158,-1.1943,-0.2016,-0.8202,2.8598,-1.0552,2.6399,0.5758,0.4425,0.293,-0.6566
TCGA-C8-A12T-01,-0.5819,-0.1883,0.8054,1.5694,1.6132,-0.1843,1.113,1.4617,1.7166,0.6826,0.5194
TCGA-C8-A12U-01,-1.7539,0.5133,1.4416,1.4673,-0.604,0.1571,-0.5739,0.4511,-1.2043,1.5054,-0.8443
TCGA-C8-A12V-01,-1.2775,-0.2421,0.8971,0.2591,-1.5896,-1.3599,-1.1084,1.0815,-0.9052,0.2533,-1.1568
TCGA-C8-A12W-01,-1.4655,-0.7819,0.5002,-0.0568,0.0942,0.1243,0.0434,0.8021,0.7574,1.1962,0.2884
TCGA-C8-A12X-01,-0.0204,0.789,-0.2539,-1.012,-0.6312,0.6601,-0.7406,-0.0908,-1.2344,0.3977,0.2011
TCGA-C8-A12Y-01,0.3477,0.3497,0.4522,0.5487,-0.1443,0.2906,-0.7359,-0.5917,1.5347,0.3858,0.7014
TCGA-C8-A12Z-01,-1.2523,-2.3861,-0.1999,1.1838,3.6186,-1.988,3.1625,1.2774,0.4944,0.5581,-1.3172
TCGA-C8-A130-01,-1.6359,-0.2404,0.9503,0.6123,0.068,0.2821,0.0709,1.1313,1.0817,1.5531,0.2704
TCGA-C8-A131-01,-0.8022,-2.3956,0.9966,0.5139,-0.6395,-1.7822,0.0006,0.4502,0.2196,1.6201,-1.1303
TCGA-C8-A132-01,-0.9652,0.3324,-0.8902,0.1664,2.8186,0.6279,2.5941,-0.0305,0.8437,-0.1275,0.3062
TCGA-C8-A133-01,4.2452,1.0258,-0.4114,-1.1388,-0.4016,0.5643,-0.5854,-1.8848,-1.8395,-1.6252,0.8561
TCGA-C8-A134-01,-0.6372,-1.2002,1.7795,1.0495,-1.0094,-1.7564,-1.1282,1.1963,-1.0344,1.203,-1.1799
TCGA-C8-A135-01,-0.9008,-1.3275,1.4086,1.181,2.4037,-1.7145,2.4286,1.0723,0.3888,0.5367,-0.9006
TCGA-C8-A137-01,-1.3339,-2.0053,1.1947,1.6025,2.666,-1.0235,2.2871,1.0042,-0.7317,0.5227,-1.1874
TCGA-C8-A138-01,0.4385,-1.0076,0.1698,0.746,0.4742,-0.4703,0.9855,-0.3988,0.7499,-0.2017,-1.0052
TCGA-C8-A1HE-01,0.2135,0.2603,-0.7581,-0.5489,0.2898,1.3641,-0.1297,-0.0389,-0.0381,-1.1551,-0.2186
TCGA-C8-A1HF-01,-0.6101,-0.9634,1.8519,1.6862,2.9748,-0.4744,2.8487,0.9104,1.5073,0.5539,-0.5068
TCGA-C8-A1HG-01,0.0208,1.5328,0.9041,1.9111,-1.5598,0.5112,-0.7267,0.4012,0.565,0.5019,0.9427
TCGA-C8-A1HI-01,0.9259,-0.107,-0.3736,0.0275,0.3113,0.3503,0.0064,-1.1866,-0.4489,-0.6084,0.2469
TCGA-C8-A1HJ-01,-1.6158,-0.8856,1.778,2.4841,-2.6532,-1.9338,-1.4036,1.0976,-2.4059,1.7235,-1.2904
TCGA-C8-A1HK-01,-0.6274,-1.5824,0.9483,1.0589,2.6572,-1.3342,3.3193,0.4846,-0.8247,0.1203,-1.1837
TCGA-C8-A1HL-01,0.3984,-0.4359,2.2312,1.7371,0.6928,0.073,0.8579,0.7693,-0.2656,1.2495,-0.9635
TCGA-C8-A1HM-01,-3.2825,-0.5802,0.9774,0.9785,-0.5922,0.9624,-0.1812,1.2891,-1.0937,1.275,0.0423
TCGA-C8-A1HN-01,0.1459,0.6901,1.0921,1.0022,0.221,1.0552,-0.0729,0.7409,0.0068,1.5865,0.0101
TCGA-C8-A1HO-01,-0.2416,2.2033,0.1466,-0.0116,-1.419,0.5758,-0.6708,0.4396,-0.4373,-1.0869,-0.3061
TCGA-C8-A26V-01,-0.3705,0.6477,0.1375,0.9012,-1.1023,0.5569,-1.4676,-0.0372,0.4679,-0.1822,0.8864
TCGA-C8-A26W-01,0.7303,0.2328,-0.0768,1.7528,0.8488,0.4804,0.5303,0.2221,-0.4414,0.9505,0.856
TCGA-C8-A26X-01,-0.4709,-1.2322,-0.6213,0.2891,0.4988,-1.4895,0.0515,-0.1044,0.0253,0.8435,-1.0335
TCGA-C8-A26Y-01,-1.6028,-1.9302,0.628,0.8237,-0.5337,-2.207,-0.4826,1.0746,-0.8663,0.9662,-1.4258
TCGA-C8-A26Z-01,0.5732,0.5878,-0.3518,-0.4244,0.3529,1.4012,-0.1357,-0.1302,0.5896,-0.2017,-0.8354
TCGA-C8-A273-01,0.3856,-1.033,0.2024,0.5423,-0.7807,0.5012,-0.9358,0.2001,0.6963,0.8639,0.2229
TCGA-C8-A274-01,-1.2753,-0.8892,-0.3327,0.0858,0.0211,0.9539,-0.157,0.5514,0.2813,-0.04,-0.6489
TCGA-C8-A275-01,-0.1905,-1.3398,0.9404,1.6231,3.0176,-1.6153,3.157,1.7751,0.5363,0.8191,-1.2729
TCGA-C8-A278-01,-0.2592,-1.3916,0.2445,0.7646,2.0206,-1.3668,1.6952,0.6242,1.2073,0.6893,-0.9445
TCGA-C8-A27A-01,0.7328,1.1919,1.1652,0.8674,-0.7757,0.4067,0.0047,1.8707,-0.536,1.7378,0.463
TCGA-C8-A27B-01,-0.7425,-1.5098,1.8082,1.4349,-1.9838,-1.2672,0.2697,2.028,-2.1303,0.5197,-1.692
TCGA-C8-A3M7-01,-0.044,-0.4431,-0.8131,-0.2287,-0.4953,-0.5074,-0.3723,-0.4385,-2.6057,-0.5001,-0.3581
TCGA-C8-A3M8-01,0.3563,1.0258,0.0287,-0.009,0.8265,0.9024,0.6965,-0.6912,0.2296,0.8147,-0.908
TCGA-C8-A8HP-01,-0.2968,-1.6441,0.3426,1.0281,3.0524,-1.8521,3.4488,-0.3937,0.837,0.8658,-1.3241
TCGA-C8-A8HQ-01,0.5513,0.57,0.6663,1.4923,-0.0053,-0.0966,0.0264,0.5012,1.7763,0.7643,0.0346
TCGA-C8-A8HR-01,-0.5725,0.2565,0.3299,-1.0086,-0.3304,-0.1312,-0.1594,0.0336,0.0243,0.253,0.1402
TCGA-D8-A13Y-01,-0.9685,0.9703,0.5183,0.9301,-2.2134,0.0477,-0.1275,1.8699,0.835,2.2577,0.3432
TCGA-D8-A13Z-01,-0.9059,-1.5167,0.8972,0.2204,-0.7286,-1.9046,-0.1921,2.0587,0.7683,1.2322,-0.9325
TCGA-D8-A140-01,-0.0407,0.6477,-0.8503,-0.6433,0.6624,0.8432,0.8688,-0.0527,0.4152,-0.3387,-0.8148
TCGA-D8-A141-01,-0.493,0.0482,-0.8848,-1.1431,-0.2325,0.1418,-0.7512,-0.1756,1.6446,-0.5252,0.9394
TCGA-D8-A142-01,-0.8144,-1.3857,0.3687,-0.5115,-0.2905,-1.7263,0.4945,-0.2722,0.9695,1.4289,-0.7005
TCGA-D8-A143-01,-2.6539,-1.3758,1.3635,0.5792,-0.8044,-2.4593,0.5383,1.8198,-1.5657,1.7274,-1.5742
TCGA-D8-A145-01,-0.738,0.9188,-1.1486,-1.0962,-0.1172,0.7846,-0.5294,-0.6542,-1.8394,-1.1759,-0.3067
TCGA-D8-A146-01,1.6,0.9066,-1.1595,-1.3785,-0.5803,0.9214,-1.1211,-0.485,0.8962,-0.928,1.0377
TCGA-D8-A147-01,-1.4547,-1.2412,1.0378,0.405,-0.6323,-2.1614,0.008,1.2123,0.0335,0.8179,-1.3332
TCGA-D8-A1J8-01,-0.2976,-0.3456,0.2626,1.717,-1.6732,0.8659,-1.2093,0.664,-0.0874,0.4397,-0.6772
TCGA-D8-A1J9-01,0.9798,-1.7289,0.0102,0.2171,3.0219,-0.0959,2.3453,0.0601,0.9066,0.3072,-0.8163
TCGA-D8-A1JA-01,-1.6982,-2.3532,-1.0722,-0.6561,1.9532,-1.5492,1.9817,0.0566,0.394,-0.9757,-1.3942
TCGA-D8-A1JB-01,0.1259,0.7499,-1.3393,-1.9956,0.2446,0.4586,-0.3691,-1.6401,-0.5608,-1.033,-0.1923
TCGA-D8-A1JC-01,-0.9181,-0.6318,0.5889,0.9346,-0.2757,0.9376,-0.283,0.4775,0.4386,0.8019,0.2324
TCGA-D8-A1JD-01,-0.3126,-0.1195,0.4666,0.7875,-0.1374,0.3325,-0.9502,1.2161,1.3403,0.9862,0.7073
TCGA-D8-A1JE-01,-1.0275,0.8371,-0.2398,0.5579,-0.8919,0.9955,-0.913,0.3567,1.1911,-0.581,1.0533
TCGA-D8-A1JF-01,-1.597,-1.6163,-0.3756,-0.5953,-0.1323,-1.0238,-0.7095,-0.3825,0.4723,0.2303,-1.1229
TCGA-D8-A1JG-01,-2.4027,-1.5065,0.4852,-0.0676,0.8832,-1.78,0.1453,1.2406,0.4357,1.1516,0.1313
TCGA-D8-A1JH-01,0.2563,1.0929,-1.2539,-1.0412,-0.0808,0.6047,-0.3953,-0.7805,0.7372,-1.3663,1.2583
TCGA-D8-A1JI-01,-0.7738,0.1267,-1.3206,-0.9348,-0.4054,0.6485,-1.0828,-1.8843,-0.9234,-1.0632,1.5257
TCGA-D8-A1JJ-01,-1.524,-0.6397,0.2581,1.0479,-1.1111,0.6449,-1.2145,1.1104,1.1907,0.5232,-0.3668
TCGA-D8-A1JK-01,-1.592,-1.9017,0.3267,0.1184,-0.5286,-1.6195,-0.722,0.169,0.9349,1.3237,-0.3343
TCGA-D8-A1JL-01,-1.7415,-1.4316,1.1324,0.0802,-1.1904,-1.7099,-1.2028,0.801,0.4492,-0.001,-1.0618
TCGA-D8-A1JM-01,1.6337,0.1232,0.8318,1.5314,-0.5216,-0.3794,-0.4981,1.6366,-3.2274,0.4712,-2.1143
TCGA-D8-A1JN-01,1.0529,-1.971,-1.8741,-1.6217,-0.1786,0.9305,-0.8361,-1.8056,-2.3586,-1.3026,-1.2959
TCGA-D8-A1JP-01,-0.0573,1.0537,0.1947,-1.1312,-0.4835,0.9986,0.1771,-0.7199,1.2034,0.1896,-0.4007
TCGA-D8-A1JS-01,1.9296,0.0323,-1.1261,-0.8554,0.1738,0.6355,-0.2275,-2.1637,-1.5998,-2.315,1.1636
TCGA-D8-A1JT-01,1.8983,0.9161,0.4368,1.0523,-0.7602,0.9228,-0.2617,-0.5882,-1.6455,-0.7116,1.2942
